"","county","State","estimate_percent_distribution_family_income_by_number_of_earners_no_earners","margin_of_error_percent_distribution_moe_family_income_by_number_of_earners_no_earners","estimate_median_income_dollars_family_income_by_number_of_earners_no_earners","margin_of_error_median_income_dollars_moe_family_income_by_number_of_earners_no_earners","state_fips_code","county_fips_code"
"14277","Morgan"," West Virginia",21.1,3.1,"40641","10266",1,103
"14278","Morgan"," West Virginia",21.1,3.1,"40641","10266",8,87
"14279","Morgan"," West Virginia",21.1,3.1,"40641","10266",13,211
"14280","Morgan"," West Virginia",21.1,3.1,"40641","10266",17,137
"14281","Morgan"," West Virginia",21.1,3.1,"40641","10266",18,109
"14282","Morgan"," West Virginia",21.1,3.1,"40641","10266",21,175
"14283","Morgan"," West Virginia",21.1,3.1,"40641","10266",29,141
"14284","Morgan"," West Virginia",21.1,3.1,"40641","10266",39,115
"14285","Morgan"," West Virginia",21.1,3.1,"40641","10266",47,129
"14286","Morgan"," West Virginia",21.1,3.1,"40641","10266",49,29
"14287","Morgan"," West Virginia",21.1,3.1,"40641","10266",54,65
"14288","Nicholas"," West Virginia",28.7,2.9,"33172","4041",21,181
"14289","Nicholas"," West Virginia",28.7,2.9,"33172","4041",54,67
"14290","Ohio"," West Virginia",16.1,1.7,"40590","3648",18,115
"14291","Ohio"," West Virginia",16.1,1.7,"40590","3648",21,183
"14292","Ohio"," West Virginia",16.1,1.7,"40590","3648",54,69
"14293","Pendleton"," West Virginia",25.6,4.2,"33750","4861",21,191
"14294","Pendleton"," West Virginia",25.6,4.2,"33750","4861",54,71
"14295","Pleasants"," West Virginia",19.5,3.6,"40200","8875",54,73
"14296","Pocahontas"," West Virginia",27.9,4.6,"37019","10200",19,151
"14297","Pocahontas"," West Virginia",27.9,4.6,"37019","10200",54,75
"14298","Preston"," West Virginia",20.6,2.4,"33153","4883",54,77
"14299","Putnam"," West Virginia",20.7,1.8,"39921","4001",12,107
"14300","Putnam"," West Virginia",20.7,1.8,"39921","4001",13,237
"14301","Putnam"," West Virginia",20.7,1.8,"39921","4001",17,155
"14302","Putnam"," West Virginia",20.7,1.8,"39921","4001",18,133
"14303","Putnam"," West Virginia",20.7,1.8,"39921","4001",29,171
"14304","Putnam"," West Virginia",20.7,1.8,"39921","4001",36,79
"14305","Putnam"," West Virginia",20.7,1.8,"39921","4001",39,137
"14306","Putnam"," West Virginia",20.7,1.8,"39921","4001",47,141
"14307","Putnam"," West Virginia",20.7,1.8,"39921","4001",54,79
"14308","Raleigh"," West Virginia",23.9,1.9,"34082","3161",54,81
"14309","Randolph"," West Virginia",24.7,3,"27789","2390",1,111
"14310","Randolph"," West Virginia",24.7,3,"27789","2390",5,121
"14311","Randolph"," West Virginia",24.7,3,"27789","2390",13,243
"14312","Randolph"," West Virginia",24.7,3,"27789","2390",17,157
"14313","Randolph"," West Virginia",24.7,3,"27789","2390",18,135
"14314","Randolph"," West Virginia",24.7,3,"27789","2390",29,175
"14315","Randolph"," West Virginia",24.7,3,"27789","2390",37,151
"14316","Randolph"," West Virginia",24.7,3,"27789","2390",54,83
"14317","Ritchie"," West Virginia",24.5,3.5,"32117","2164",54,85
"14318","Roane"," West Virginia",32.6,4.4,"25833","4547",47,145
"14319","Roane"," West Virginia",32.6,4.4,"25833","4547",54,87
"14320","Summers"," West Virginia",32.3,4.6,"29250","6013",54,89
"14321","Taylor"," West Virginia",22.4,3.6,"37723","6044",12,123
"14322","Taylor"," West Virginia",22.4,3.6,"37723","6044",13,269
"14323","Taylor"," West Virginia",22.4,3.6,"37723","6044",19,173
"14324","Taylor"," West Virginia",22.4,3.6,"37723","6044",21,217
"14325","Taylor"," West Virginia",22.4,3.6,"37723","6044",48,441
"14326","Taylor"," West Virginia",22.4,3.6,"37723","6044",54,91
"14327","Taylor"," West Virginia",22.4,3.6,"37723","6044",55,119
"14328","Tucker"," West Virginia",17.9,3.2,"35625","5808",54,93
"14329","Tyler"," West Virginia",29.4,3.5,"39878","8156",48,457
"14330","Tyler"," West Virginia",29.4,3.5,"39878","8156",54,95
"14331","Upshur"," West Virginia",25.8,3.3,"30717","5792",48,459
"14332","Upshur"," West Virginia",25.8,3.3,"30717","5792",54,97
"14333","Wayne"," West Virginia",30.3,2.7,"27920","3023",13,305
"14334","Wayne"," West Virginia",30.3,2.7,"27920","3023",17,191
"14335","Wayne"," West Virginia",30.3,2.7,"27920","3023",18,177
"14336","Wayne"," West Virginia",30.3,2.7,"27920","3023",19,185
"14337","Wayne"," West Virginia",30.3,2.7,"27920","3023",21,231
"14338","Wayne"," West Virginia",30.3,2.7,"27920","3023",26,163
"14339","Wayne"," West Virginia",30.3,2.7,"27920","3023",28,153
"14340","Wayne"," West Virginia",30.3,2.7,"27920","3023",29,223
"14341","Wayne"," West Virginia",30.3,2.7,"27920","3023",31,179
"14342","Wayne"," West Virginia",30.3,2.7,"27920","3023",36,117
"14343","Wayne"," West Virginia",30.3,2.7,"27920","3023",37,191
"14344","Wayne"," West Virginia",30.3,2.7,"27920","3023",39,169
"14345","Wayne"," West Virginia",30.3,2.7,"27920","3023",42,127
"14346","Wayne"," West Virginia",30.3,2.7,"27920","3023",47,181
"14347","Wayne"," West Virginia",30.3,2.7,"27920","3023",49,55
"14348","Wayne"," West Virginia",30.3,2.7,"27920","3023",54,99
"14349","Webster"," West Virginia",30.4,4.8,"21686","3634",13,307
"14350","Webster"," West Virginia",30.4,4.8,"21686","3634",19,187
"14351","Webster"," West Virginia",30.4,4.8,"21686","3634",21,233
"14352","Webster"," West Virginia",30.4,4.8,"21686","3634",22,119
"14353","Webster"," West Virginia",30.4,4.8,"21686","3634",28,155
"14354","Webster"," West Virginia",30.4,4.8,"21686","3634",29,225
"14355","Webster"," West Virginia",30.4,4.8,"21686","3634",31,181
"14356","Webster"," West Virginia",30.4,4.8,"21686","3634",54,101
"14357","Wetzel"," West Virginia",33.6,3.9,"34111","5267",54,103
"14358","Wirt"," West Virginia",30.6,5.7,"35156","9661",54,105
"14359","Wood"," West Virginia",23.9,1.6,"33904","3051",39,173
"14360","Wood"," West Virginia",23.9,1.6,"33904","3051",48,499
"14361","Wood"," West Virginia",23.9,1.6,"33904","3051",54,107
"14362","Wood"," West Virginia",23.9,1.6,"33904","3051",55,141
"14363","Wyoming"," West Virginia",36.4,3.9,"29890","4741",36,121
"14364","Wyoming"," West Virginia",36.4,3.9,"29890","4741",42,131
"14365","Wyoming"," West Virginia",36.4,3.9,"29890","4741",54,109
"14366","Adams"," Wisconsin",31,1.6,"38354","2410",8,1
"14367","Adams"," Wisconsin",31,1.6,"38354","2410",16,3
"14368","Adams"," Wisconsin",31,1.6,"38354","2410",17,1
"14369","Adams"," Wisconsin",31,1.6,"38354","2410",18,1
"14370","Adams"," Wisconsin",31,1.6,"38354","2410",19,3
"14371","Adams"," Wisconsin",31,1.6,"38354","2410",28,1
"14372","Adams"," Wisconsin",31,1.6,"38354","2410",31,1
"14373","Adams"," Wisconsin",31,1.6,"38354","2410",38,1
"14374","Adams"," Wisconsin",31,1.6,"38354","2410",39,1
"14375","Adams"," Wisconsin",31,1.6,"38354","2410",42,1
"14376","Adams"," Wisconsin",31,1.6,"38354","2410",53,1
"14377","Adams"," Wisconsin",31,1.6,"38354","2410",55,1
"14378","Ashland"," Wisconsin",18.2,2.4,"33269","5794",39,5
"14379","Ashland"," Wisconsin",18.2,2.4,"33269","5794",55,3
"14380","Barron"," Wisconsin",18.4,1.4,"37957","2666",55,5
"14381","Bayfield"," Wisconsin",22.1,1.5,"44830","3857",55,7
"14382","Brown"," Wisconsin",12.5,0.6,"40907","3380",17,9
"14383","Brown"," Wisconsin",12.5,0.6,"40907","3380",18,13
"14384","Brown"," Wisconsin",12.5,0.6,"40907","3380",20,13
"14385","Brown"," Wisconsin",12.5,0.6,"40907","3380",27,15
"14386","Brown"," Wisconsin",12.5,0.6,"40907","3380",31,17
"14387","Brown"," Wisconsin",12.5,0.6,"40907","3380",39,15
"14388","Brown"," Wisconsin",12.5,0.6,"40907","3380",46,13
"14389","Brown"," Wisconsin",12.5,0.6,"40907","3380",48,49
"14390","Brown"," Wisconsin",12.5,0.6,"40907","3380",55,9
"14391","Buffalo"," Wisconsin",18.8,1.6,"41408","2134",31,19
"14392","Buffalo"," Wisconsin",18.8,1.6,"41408","2134",46,17
"14393","Buffalo"," Wisconsin",18.8,1.6,"41408","2134",55,11
"14394","Burnett"," Wisconsin",26.6,1.4,"44231","2930",55,13
"14395","Calumet"," Wisconsin",12.3,1.1,"41336","4056",55,15
"14396","Chippewa"," Wisconsin",13.7,1.3,"39399","4265",26,33
"14397","Chippewa"," Wisconsin",13.7,1.3,"39399","4265",27,23
"14398","Chippewa"," Wisconsin",13.7,1.3,"39399","4265",55,17
"14399","Clark"," Wisconsin",13.2,0.9,"32875","2000",5,19
"14400","Clark"," Wisconsin",13.2,0.9,"32875","2000",16,33
"14401","Clark"," Wisconsin",13.2,0.9,"32875","2000",17,23
"14402","Clark"," Wisconsin",13.2,0.9,"32875","2000",18,19
"14403","Clark"," Wisconsin",13.2,0.9,"32875","2000",20,25
"14404","Clark"," Wisconsin",13.2,0.9,"32875","2000",21,49
"14405","Clark"," Wisconsin",13.2,0.9,"32875","2000",29,45
"14406","Clark"," Wisconsin",13.2,0.9,"32875","2000",32,3
"14407","Clark"," Wisconsin",13.2,0.9,"32875","2000",39,23
"14408","Clark"," Wisconsin",13.2,0.9,"32875","2000",46,25
"14409","Clark"," Wisconsin",13.2,0.9,"32875","2000",53,11
"14410","Clark"," Wisconsin",13.2,0.9,"32875","2000",55,19
"14411","Columbia"," Wisconsin",12.7,1.1,"41849","3087",5,27
"14412","Columbia"," Wisconsin",12.7,1.1,"41849","3087",12,23
"14413","Columbia"," Wisconsin",12.7,1.1,"41849","3087",13,73
"14414","Columbia"," Wisconsin",12.7,1.1,"41849","3087",36,21
"14415","Columbia"," Wisconsin",12.7,1.1,"41849","3087",41,9
"14416","Columbia"," Wisconsin",12.7,1.1,"41849","3087",42,37
"14417","Columbia"," Wisconsin",12.7,1.1,"41849","3087",53,13
"14418","Columbia"," Wisconsin",12.7,1.1,"41849","3087",55,21
"14419","Crawford"," Wisconsin",18.1,1.5,"38784","3526",5,33
"14420","Crawford"," Wisconsin",18.1,1.5,"38784","3526",13,79
"14421","Crawford"," Wisconsin",18.1,1.5,"38784","3526",17,33
"14422","Crawford"," Wisconsin",18.1,1.5,"38784","3526",18,25
"14423","Crawford"," Wisconsin",18.1,1.5,"38784","3526",19,47
"14424","Crawford"," Wisconsin",18.1,1.5,"38784","3526",20,37
"14425","Crawford"," Wisconsin",18.1,1.5,"38784","3526",26,39
"14426","Crawford"," Wisconsin",18.1,1.5,"38784","3526",29,55
"14427","Crawford"," Wisconsin",18.1,1.5,"38784","3526",39,33
"14428","Crawford"," Wisconsin",18.1,1.5,"38784","3526",42,39
"14429","Crawford"," Wisconsin",18.1,1.5,"38784","3526",55,23
"14430","Dane"," Wisconsin",11,0.5,"57314","3066",55,25
"14431","Dodge"," Wisconsin",13.3,0.9,"42640","2746",13,91
"14432","Dodge"," Wisconsin",13.3,0.9,"42640","2746",27,39
"14433","Dodge"," Wisconsin",13.3,0.9,"42640","2746",31,53
"14434","Dodge"," Wisconsin",13.3,0.9,"42640","2746",55,27
"14435","Door"," Wisconsin",20,1.5,"54038","7019",55,29
"14436","Douglas"," Wisconsin",15.8,1.2,"44111","4403",8,35
"14437","Douglas"," Wisconsin",15.8,1.2,"44111","4403",13,97
"14438","Douglas"," Wisconsin",15.8,1.2,"44111","4403",17,41
"14439","Douglas"," Wisconsin",15.8,1.2,"44111","4403",20,45
"14440","Douglas"," Wisconsin",15.8,1.2,"44111","4403",27,41
"14441","Douglas"," Wisconsin",15.8,1.2,"44111","4403",29,67
"14442","Douglas"," Wisconsin",15.8,1.2,"44111","4403",31,55
"14443","Douglas"," Wisconsin",15.8,1.2,"44111","4403",32,5
"14444","Douglas"," Wisconsin",15.8,1.2,"44111","4403",41,19
"14445","Douglas"," Wisconsin",15.8,1.2,"44111","4403",46,43
"14446","Douglas"," Wisconsin",15.8,1.2,"44111","4403",53,17
"14447","Douglas"," Wisconsin",15.8,1.2,"44111","4403",55,31
"14448","Dunn"," Wisconsin",13.4,1.5,"41750","4515",38,25
"14449","Dunn"," Wisconsin",13.4,1.5,"41750","4515",55,33
"14450","Eau"," Wisconsin",13.5,1.1,"42723","4885",55,35
"14451","Florence"," Wisconsin",22.5,3.8,"38750","5386",45,41
"14452","Florence"," Wisconsin",22.5,3.8,"38750","5386",55,37
"14453","Fond du Lac"," Wisconsin",14,1,"41637","2515",NA,NA
"14454","Forest"," Wisconsin",24.3,2,"40469","4932",42,53
"14455","Forest"," Wisconsin",24.3,2,"40469","4932",55,41
"14456","Grant"," Wisconsin",14.4,1.2,"37729","4010",5,53
"14457","Grant"," Wisconsin",14.4,1.2,"37729","4010",18,53
"14458","Grant"," Wisconsin",14.4,1.2,"37729","4010",20,67
"14459","Grant"," Wisconsin",14.4,1.2,"37729","4010",21,81
"14460","Grant"," Wisconsin",14.4,1.2,"37729","4010",22,43
"14461","Grant"," Wisconsin",14.4,1.2,"37729","4010",27,51
"14462","Grant"," Wisconsin",14.4,1.2,"37729","4010",31,75
"14463","Grant"," Wisconsin",14.4,1.2,"37729","4010",35,17
"14464","Grant"," Wisconsin",14.4,1.2,"37729","4010",38,37
"14465","Grant"," Wisconsin",14.4,1.2,"37729","4010",40,53
"14466","Grant"," Wisconsin",14.4,1.2,"37729","4010",41,23
"14467","Grant"," Wisconsin",14.4,1.2,"37729","4010",46,51
"14468","Grant"," Wisconsin",14.4,1.2,"37729","4010",53,25
"14469","Grant"," Wisconsin",14.4,1.2,"37729","4010",54,23
"14470","Grant"," Wisconsin",14.4,1.2,"37729","4010",55,43
"14471","Green"," Wisconsin",11.4,1.1,"42984","4643",21,87
"14472","Green"," Wisconsin",11.4,1.1,"42984","4643",55,45
"14473","Green"," Wisconsin",11.4,1.1,"42984","4643",55,47
"14474","Green Lake"," Wisconsin",16.4,1.7,"42788","3932",NA,NA
"14475","Iowa"," Wisconsin",11.2,1.3,"41776","4791",19,95
"14476","Iowa"," Wisconsin",11.2,1.3,"41776","4791",55,49
"14477","Iron"," Wisconsin",23,2.7,"43147","4109",26,71
"14478","Iron"," Wisconsin",23,2.7,"43147","4109",29,93
"14479","Iron"," Wisconsin",23,2.7,"43147","4109",49,21
"14480","Iron"," Wisconsin",23,2.7,"43147","4109",55,51
"14481","Jackson"," Wisconsin",14.6,1.6,"32123","2989",1,71
"14482","Jackson"," Wisconsin",14.6,1.6,"32123","2989",5,67
"14483","Jackson"," Wisconsin",14.6,1.6,"32123","2989",8,57
"14484","Jackson"," Wisconsin",14.6,1.6,"32123","2989",12,63
"14485","Jackson"," Wisconsin",14.6,1.6,"32123","2989",13,157
"14486","Jackson"," Wisconsin",14.6,1.6,"32123","2989",17,77
"14487","Jackson"," Wisconsin",14.6,1.6,"32123","2989",18,71
"14488","Jackson"," Wisconsin",14.6,1.6,"32123","2989",19,97
"14489","Jackson"," Wisconsin",14.6,1.6,"32123","2989",20,85
"14490","Jackson"," Wisconsin",14.6,1.6,"32123","2989",21,109
"14491","Jackson"," Wisconsin",14.6,1.6,"32123","2989",22,49
"14492","Jackson"," Wisconsin",14.6,1.6,"32123","2989",26,75
"14493","Jackson"," Wisconsin",14.6,1.6,"32123","2989",27,63
"14494","Jackson"," Wisconsin",14.6,1.6,"32123","2989",28,59
"14495","Jackson"," Wisconsin",14.6,1.6,"32123","2989",29,95
"14496","Jackson"," Wisconsin",14.6,1.6,"32123","2989",37,99
"14497","Jackson"," Wisconsin",14.6,1.6,"32123","2989",39,79
"14498","Jackson"," Wisconsin",14.6,1.6,"32123","2989",40,65
"14499","Jackson"," Wisconsin",14.6,1.6,"32123","2989",41,29
"14500","Jackson"," Wisconsin",14.6,1.6,"32123","2989",46,71
"14501","Jackson"," Wisconsin",14.6,1.6,"32123","2989",47,87
"14502","Jackson"," Wisconsin",14.6,1.6,"32123","2989",48,239
"14503","Jackson"," Wisconsin",14.6,1.6,"32123","2989",54,35
"14504","Jackson"," Wisconsin",14.6,1.6,"32123","2989",55,53
"14505","Jefferson"," Wisconsin",12.3,1,"41748","3764",1,73
"14506","Jefferson"," Wisconsin",12.3,1,"41748","3764",5,69
"14507","Jefferson"," Wisconsin",12.3,1,"41748","3764",8,59
"14508","Jefferson"," Wisconsin",12.3,1,"41748","3764",12,65
"14509","Jefferson"," Wisconsin",12.3,1,"41748","3764",13,163
"14510","Jefferson"," Wisconsin",12.3,1,"41748","3764",16,51
"14511","Jefferson"," Wisconsin",12.3,1,"41748","3764",17,81
"14512","Jefferson"," Wisconsin",12.3,1,"41748","3764",18,77
"14513","Jefferson"," Wisconsin",12.3,1,"41748","3764",19,101
"14514","Jefferson"," Wisconsin",12.3,1,"41748","3764",20,87
"14515","Jefferson"," Wisconsin",12.3,1,"41748","3764",21,111
"14516","Jefferson"," Wisconsin",12.3,1,"41748","3764",22,51
"14517","Jefferson"," Wisconsin",12.3,1,"41748","3764",22,53
"14518","Jefferson"," Wisconsin",12.3,1,"41748","3764",28,63
"14519","Jefferson"," Wisconsin",12.3,1,"41748","3764",28,65
"14520","Jefferson"," Wisconsin",12.3,1,"41748","3764",29,99
"14521","Jefferson"," Wisconsin",12.3,1,"41748","3764",30,43
"14522","Jefferson"," Wisconsin",12.3,1,"41748","3764",31,95
"14523","Jefferson"," Wisconsin",12.3,1,"41748","3764",36,45
"14524","Jefferson"," Wisconsin",12.3,1,"41748","3764",39,81
"14525","Jefferson"," Wisconsin",12.3,1,"41748","3764",40,67
"14526","Jefferson"," Wisconsin",12.3,1,"41748","3764",41,31
"14527","Jefferson"," Wisconsin",12.3,1,"41748","3764",42,65
"14528","Jefferson"," Wisconsin",12.3,1,"41748","3764",47,89
"14529","Jefferson"," Wisconsin",12.3,1,"41748","3764",48,245
"14530","Jefferson"," Wisconsin",12.3,1,"41748","3764",53,31
"14531","Jefferson"," Wisconsin",12.3,1,"41748","3764",54,37
"14532","Jefferson"," Wisconsin",12.3,1,"41748","3764",55,55
"14533","Juneau"," Wisconsin",17.6,1.3,"35642","3754",2,110
"14534","Juneau"," Wisconsin",17.6,1.3,"35642","3754",55,57
"14535","Kenosha"," Wisconsin",13.1,1.1,"41418","3188",55,59
"14536","Kewaunee"," Wisconsin",16,1.5,"36130","3165",55,61
"14537","La"," Wisconsin",13.5,1,"44241","2545",4,12
"14538","La"," Wisconsin",13.5,1,"44241","2545",8,67
"14539","La"," Wisconsin",13.5,1,"44241","2545",48,283
"14540","La"," Wisconsin",13.5,1,"44241","2545",55,63
"14541","Lafayette"," Wisconsin",12.9,1.1,"38167","4295",5,73
"14542","Lafayette"," Wisconsin",12.9,1.1,"38167","4295",12,67
"14543","Lafayette"," Wisconsin",12.9,1.1,"38167","4295",22,55
"14544","Lafayette"," Wisconsin",12.9,1.1,"38167","4295",28,71
"14545","Lafayette"," Wisconsin",12.9,1.1,"38167","4295",29,107
"14546","Lafayette"," Wisconsin",12.9,1.1,"38167","4295",55,65
"14547","Langlade"," Wisconsin",21.4,1.9,"36648","3196",55,67
"14548","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",5,79
"14549","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",8,73
"14550","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",13,181
"14551","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",16,63
"14552","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",20,105
"14553","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",21,137
"14554","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",22,61
"14555","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",23,15
"14556","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",27,81
"14557","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",28,85
"14558","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",29,113
"14559","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",30,53
"14560","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",31,111
"14561","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",32,17
"14562","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",35,27
"14563","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",37,109
"14564","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",40,81
"14565","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",41,41
"14566","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",46,83
"14567","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",47,103
"14568","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",53,43
"14569","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",54,43
"14570","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",55,69
"14571","Lincoln"," Wisconsin",15.9,1.4,"41392","2886",56,23
"14572","Manitowoc"," Wisconsin",17.7,1.5,"37954","2505",55,71
"14573","Marathon"," Wisconsin",13.3,0.8,"41661","2752",55,73
"14574","Marinette"," Wisconsin",21.2,1.5,"35341","2601",55,75
"14575","Marquette"," Wisconsin",22,1.6,"38288","2208",26,103
"14576","Marquette"," Wisconsin",22,1.6,"38288","2208",55,77
"14577","Menominee"," Wisconsin",27.5,5.5,"33333","15673",26,109
"14578","Menominee"," Wisconsin",27.5,5.5,"33333","15673",55,78
"14579","Milwaukee"," Wisconsin",14,0.4,"28364","1647",55,79
"14580","Monroe"," Wisconsin",13.6,1.4,"40824","2491",1,99
"14581","Monroe"," Wisconsin",13.6,1.4,"40824","2491",5,95
"14582","Monroe"," Wisconsin",13.6,1.4,"40824","2491",12,87
"14583","Monroe"," Wisconsin",13.6,1.4,"40824","2491",13,207
"14584","Monroe"," Wisconsin",13.6,1.4,"40824","2491",17,133
"14585","Monroe"," Wisconsin",13.6,1.4,"40824","2491",18,105
"14586","Monroe"," Wisconsin",13.6,1.4,"40824","2491",19,135
"14587","Monroe"," Wisconsin",13.6,1.4,"40824","2491",21,171
"14588","Monroe"," Wisconsin",13.6,1.4,"40824","2491",26,115
