"","state","county","percent_of_adults_with_less_than_a_high_school_diploma_2014_18","percent_of_adults_with_a_high_school_diploma_only_2014_18","percent_of_adults_completing_some_college_or_associates_degree_2014_18","percent_of_adults_with_a_bachelors_degree_or_higher_2014_18"
"2547","TN","Perry County",25.8,35.5,27.2,11.5
"2548","TN","Pickett County",23.7,40.9,26.7,8.7
"2549","TN","Polk County",19.7,39.1,30.2,11
"2550","TN","Putnam County",14,37,23.6,25.4
"2551","TN","Rhea County",21.7,37.1,26,15.2
"2552","TN","Roane County",11.8,37.1,31.6,19.5
"2553","TN","Robertson County",12.5,38.9,30,18.6
"2554","TN","Rutherford County",8.8,28.3,31,32
"2555","TN","Scott County",21.2,45,24.4,9.4
"2556","TN","Sequatchie County",17.5,39.2,28.8,14.6
"2557","TN","Sevier County",16.1,36.4,30.4,17.1
"2558","TN","Shelby County",11.8,27.5,29.5,31.1
"2559","TN","Smith County",14.9,46.9,25.9,12.4
"2560","TN","Stewart County",14.4,42.5,28.3,14.9
"2561","TN","Sullivan County",13.4,34.7,29,22.8
"2562","TN","Sumner County",10.1,31.1,31.9,26.9
"2563","TN","Tipton County",13.1,38.5,31.7,16.7
"2564","TN","Trousdale County",19.8,34.8,28.5,16.8
"2565","TN","Unicoi County",15.4,40.5,29.3,14.8
"2566","TN","Union County",23.8,46,21.7,8.5
"2567","TN","Van Buren County",20.1,49.8,21.5,8.5
"2568","TN","Warren County",20.9,43,22.1,14
"2569","TN","Washington County",11.4,28.8,27.5,32.4
"2570","TN","Wayne County",20.3,44.4,24.1,11.2
"2571","TN","Weakley County",15.7,38,24.8,21.5
"2572","TN","White County",17.8,43.4,25.2,13.5
"2573","TN","Williamson County",4.4,13.5,23,59
"2574","TN","Wilson County",8.8,29.9,30.6,30.6
"2575","TX","Texas",16.8,25,28.9,29.3
"2576","TX","Anderson County",19.9,36.2,32.1,11.7
"2577","TX","Andrews County",25.4,36.7,27.5,10.4
"2578","TX","Angelina County",18.9,31.9,32.9,16.3
"2579","TX","Aransas County",15.1,29.7,33.4,21.7
"2580","TX","Archer County",9,33.3,34.3,23.4
"2581","TX","Armstrong County",11.6,24.4,40.8,23.2
"2582","TX","Atascosa County",22.7,39.9,24.1,13.3
"2583","TX","Austin County",16.9,29.3,30.2,23.5
"2584","TX","Bailey County",25.9,35.2,21.1,17.7
"2585","TX","Bandera County",10.7,31.8,33.7,23.8
"2586","TX","Bastrop County",19,29.4,31.3,20.4
"2587","TX","Baylor County",11.5,32.5,36.3,19.7
"2588","TX","Bee County",26.3,34.9,28.7,10.2
"2589","TX","Bell County",9.4,25.9,40.1,24.5
"2590","TX","Bexar County",16.2,25.2,31,27.6
"2591","TX","Blanco County",9.3,28.7,34.8,27.1
"2592","TX","Borden County",6.9,26.1,32,35
"2593","TX","Bosque County",14.9,35.7,30.8,18.5
"2594","TX","Bowie County",11.8,34.8,33.5,19.9
"2595","TX","Brazoria County",12.3,25.3,32.7,29.7
"2596","TX","Brazos County",13.3,19.6,26.2,40.8
"2597","TX","Brewster County",14.7,20.4,25.5,39.4
"2598","TX","Briscoe County",13.5,33.4,30.4,22.7
"2599","TX","Brooks County",29.9,27.5,24.9,17.6
"2600","TX","Brown County",13.9,35.7,31.1,19.3
"2601","TX","Burleson County",17.5,39.2,26.2,17.1
"2602","TX","Burnet County",11.9,31.1,31.9,25.1
"2603","TX","Caldwell County",21.2,37.3,26.7,14.8
"2604","TX","Calhoun County",19.3,33.3,32.5,15
"2605","TX","Callahan County",11.8,38,31.1,19.1
"2606","TX","Cameron County",32.8,26,24,17.3
"2607","TX","Camp County",15.5,35.7,30.2,18.6
"2608","TX","Carson County",6.4,28.8,34.4,30.4
"2609","TX","Cass County",14.5,43.3,25.8,16.4
"2610","TX","Castro County",26.2,32.2,26.8,14.8
"2611","TX","Chambers County",12.7,29.1,36.7,21.5
"2612","TX","Cherokee County",20.7,31.5,31,16.9
"2613","TX","Childress County",16.1,38.9,27.7,17.3
"2614","TX","Clay County",9.4,39.5,32.6,18.6
"2615","TX","Cochran County",32.3,30.9,28.6,8.2
"2616","TX","Coke County",16.1,35.1,31.7,17.1
"2617","TX","Coleman County",18.2,34.1,32.2,15.6
"2618","TX","Collin County",6.3,14.8,27.1,51.7
"2619","TX","Collingsworth County",23.9,30.6,27.1,18.4
"2620","TX","Colorado County",18.5,36.4,26.5,18.6
"2621","TX","Comal County",7.6,26,31.2,35.3
"2622","TX","Comanche County",16.2,36.2,27.8,19.8
"2623","TX","Concho County",37.9,28.1,22,11.9
"2624","TX","Cooke County",13.8,31.5,34.2,20.5
"2625","TX","Coryell County",11.9,28,44.5,15.7
"2626","TX","Cottle County",21.5,32.9,30.3,15.3
"2627","TX","Crane County",23.1,30.7,33.7,12.4
"2628","TX","Crockett County",21.2,34.3,30.5,14.1
"2629","TX","Crosby County",23.8,35.9,27.4,12.8
"2630","TX","Culberson County",32.7,37.8,20.5,9
"2631","TX","Dallam County",30.8,26.5,29.1,13.6
"2632","TX","Dallas County",21.3,22.6,25.4,30.7
"2633","TX","Dawson County",27.3,36.6,23.6,12.5
"2634","TX","Deaf Smith County",27,34.2,26.7,12.2
"2635","TX","Delta County",14.4,33.9,30.4,21.3
"2636","TX","Denton County",7.5,18.1,29.9,44.5
"2637","TX","DeWitt County",19,39.2,29,12.8
"2638","TX","Dickens County",18.5,34.2,30.7,16.7
"2639","TX","Dimmit County",32.7,33.2,19.9,14.1
"2640","TX","Donley County",11.8,31.9,36.6,19.8
"2641","TX","Duval County",32.9,31.1,26.8,9.3
"2642","TX","Eastland County",16.4,35.5,34.9,13.3
"2643","TX","Ector County",23.9,30.1,30.4,15.6
"2644","TX","Edwards County",24.3,29,25.9,20.8
"2645","TX","Ellis County",14.3,28.3,34.3,23.1
"2646","TX","El Paso County",22.5,23.9,30.9,22.8
"2647","TX","Erath County",13.9,23.4,32.9,29.7
"2648","TX","Falls County",23,37.9,26.2,12.9
"2649","TX","Fannin County",15,35.8,32.4,16.7
"2650","TX","Fayette County",15.8,40.3,25.8,18.1
"2651","TX","Fisher County",14.1,34.3,33.4,18.2
"2652","TX","Floyd County",26.5,27.9,29.6,15.9
"2653","TX","Foard County",22.5,28.7,32.6,16.2
"2654","TX","Fort Bend County",9.8,17.7,26.3,46.1
"2655","TX","Franklin County",11.3,30,35.1,23.6
"2656","TX","Freestone County",17.8,32.8,36.3,13
"2657","TX","Frio County",33.4,35.7,23.7,7.2
"2658","TX","Gaines County",38.8,29.4,19.4,12.4
"2659","TX","Galveston County",11.8,25.5,32.7,30
"2660","TX","Garza County",38.6,27.9,19.6,13.9
"2661","TX","Gillespie County",10.6,30.6,24.9,33.8
"2662","TX","Glasscock County",28.9,20.9,27.1,23.2
"2663","TX","Goliad County",12.4,30.7,39.3,17.6
"2664","TX","Gonzales County",24.1,41.4,22.2,12.3
"2665","TX","Gray County",19.9,32.3,34.4,13.3
"2666","TX","Grayson County",11.4,30.9,37.2,20.5
"2667","TX","Gregg County",16.2,28.7,34.4,20.8
"2668","TX","Grimes County",20.4,35.6,29.4,14.6
"2669","TX","Guadalupe County",11.4,30.9,30.2,27.5
"2670","TX","Hale County",23.8,33.9,25.8,16.5
"2671","TX","Hall County",24.1,28.8,32.7,14.3
"2672","TX","Hamilton County",18.5,33.8,26,21.7
"2673","TX","Hansford County",31.2,27.9,26.6,14.3
"2674","TX","Hardeman County",21,35,29.5,14.5
"2675","TX","Hardin County",12.1,39.4,33.2,15.3
"2676","TX","Harris County",19.1,23.2,26.8,31
"2677","TX","Harrison County",15.1,34.3,31.5,19.1
"2678","TX","Hartley County",18.4,38.4,26.1,17.2
"2679","TX","Haskell County",27.8,34.5,24.3,13.4
"2680","TX","Hays County",10.5,22.3,29.7,37.4
"2681","TX","Hemphill County",20.5,29.3,29.1,21
"2682","TX","Henderson County",16.5,33.7,31.6,18.2
"2683","TX","Hidalgo County",35.5,23.2,22.9,18.4
"2684","TX","Hill County",17.6,34.6,30.6,17.1
"2685","TX","Hockley County",24,26.6,35.4,14
"2686","TX","Hood County",10.6,30,33.3,26.1
"2687","TX","Hopkins County",16.3,36.2,29.2,18.3
"2688","TX","Houston County",19.7,36.9,29.2,14.1
"2689","TX","Howard County",20.8,33.6,33.3,12.3
"2690","TX","Hudspeth County",46.1,30.7,16.3,6.9
"2691","TX","Hunt County",15,34.9,30.8,19.3
"2692","TX","Hutchinson County",14.5,33.4,38.3,13.8
"2693","TX","Irion County",7.2,35.9,39.9,16.9
"2694","TX","Jack County",19.9,39.6,27.9,12.6
"2695","TX","Jackson County",16.8,33,34.1,16.1
"2696","TX","Jasper County",15.4,44.6,27.6,12.4
"2697","TX","Jeff Davis County",14.9,22.7,27.4,35.1
"2698","TX","Jefferson County",16,32.6,31.9,19.6
"2699","TX","Jim Hogg County",25.8,37.6,24.3,12.3
"2700","TX","Jim Wells County",25.4,36.7,25.2,12.7
"2701","TX","Johnson County",15.2,33.8,32.7,18.3
"2702","TX","Jones County",21.6,40.3,26.7,11.5
"2703","TX","Karnes County",23.8,36.6,25.1,14.4
"2704","TX","Kaufman County",13.8,33.1,32.3,20.7
"2705","TX","Kendall County",6.9,21.2,31,40.9
"2706","TX","Kenedy County",66.3,21.1,5.8,6.8
"2707","TX","Kent County",18.7,32.7,25,23.6
"2708","TX","Kerr County",11.5,27.5,35.4,25.6
"2709","TX","Kimble County",15.7,31.1,31.1,22.1
"2710","TX","King County",14.5,37.7,29.6,18.2
"2711","TX","Kinney County",26.6,35.6,28.1,9.6
"2712","TX","Kleberg County",20.8,25.2,29.1,24.8
"2713","TX","Knox County",19.5,32.4,28.4,19.6
"2714","TX","Lamar County",15.4,33.6,33.3,17.6
"2715","TX","Lamb County",25.9,32.6,25.5,15.9
"2716","TX","Lampasas County",9.4,28.1,42.5,20
"2717","TX","La Salle County",31.7,42.5,12.6,13.1
"2718","TX","Lavaca County",14.7,41.2,27.4,16.7
"2719","TX","Lee County",16.1,36.8,31.3,15.9
"2720","TX","Leon County",17.6,38.8,27.3,16.4
"2721","TX","Liberty County",22.6,39.3,28.6,9.5
"2722","TX","Limestone County",18.9,34.9,32.2,14
"2723","TX","Lipscomb County",17.8,33.3,29.4,19.5
"2724","TX","Live Oak County",20.8,34.5,31.6,13.2
"2725","TX","Llano County",14,25.9,34.4,25.7
"2726","TX","Loving County",22.7,20,57.3,0
"2727","TX","Lubbock County",14.2,26.3,30.5,29.1
"2728","TX","Lynn County",23.9,29.6,28.3,18.2
"2729","TX","McCulloch County",19.9,30.5,30.6,19
"2730","TX","McLennan County",15.7,27.6,33.1,23.7
"2731","TX","McMullen County",9.7,43.1,23.9,23.3
"2732","TX","Madison County",20,38.7,27.6,13.6
"2733","TX","Marion County",16.5,40.7,27.9,14.9
"2734","TX","Martin County",22.9,31.1,25.6,20.4
"2735","TX","Mason County",11.8,32.7,35.5,20
"2736","TX","Matagorda County",21.7,31.7,29.9,16.7
"2737","TX","Maverick County",40.3,21.9,25.3,12.5
"2738","TX","Medina County",17,30.9,32.3,19.8
"2739","TX","Menard County",18.4,35.1,28.7,17.8
"2740","TX","Midland County",16.2,25.9,30.6,27.4
"2741","TX","Milam County",17.8,38.2,30.2,13.8
"2742","TX","Mills County",19.5,30.4,31.9,18.2
"2743","TX","Mitchell County",21.2,37.3,29.7,11.8
"2744","TX","Montague County",14.5,37.5,32.5,15.5
"2745","TX","Montgomery County",12.6,22.3,30.4,34.7
"2746","TX","Moore County",33.3,23.3,29.1,14.3
"2747","TX","Morris County",11.6,40.8,32.1,15.5
"2748","TX","Motley County",13.8,30.1,39.4,16.7
"2749","TX","Nacogdoches County",16.7,29.2,29.6,24.5
"2750","TX","Navarro County",21.7,29.4,32.7,16.1
"2751","TX","Newton County",16.3,41.7,33.1,8.9
"2752","TX","Nolan County",18.9,33.1,32.5,15.5
"2753","TX","Nueces County",17.6,28.9,32,21.5
"2754","TX","Ochiltree County",24.7,31.4,28.7,15.2
"2755","TX","Oldham County",14.3,33.4,29.7,22.5
"2756","TX","Orange County",11.7,38.8,34.3,15.3
"2757","TX","Palo Pinto County",16.1,36,31.4,16.5
"2758","TX","Panola County",16.3,33.5,34.7,15.5
"2759","TX","Parker County",10.9,28.8,33.5,26.8
"2760","TX","Parmer County",29.2,31.3,21.8,17.7
"2761","TX","Pecos County",30.5,36.5,23.3,9.8
"2762","TX","Polk County",19.8,36.7,29.5,14
"2763","TX","Potter County",22.6,31.6,31,14.8
"2764","TX","Presidio County",47.6,19.1,13.2,20.1
"2765","TX","Rains County",15.2,41.8,31.2,11.7
"2766","TX","Randall County",8.1,21.9,37.9,32
"2767","TX","Reagan County",20.2,38.5,30.7,10.6
"2768","TX","Real County",15.3,28.2,35.9,20.6
"2769","TX","Red River County",15.5,40.2,31.7,12.6
"2770","TX","Reeves County",36.1,27.6,25.5,10.8
"2771","TX","Refugio County",19.3,36.7,32.2,11.8
"2772","TX","Roberts County",9,27.7,37,26.3
"2773","TX","Robertson County",16.2,36.7,31,16.1
"2774","TX","Rockwall County",7.9,19.6,32.3,40.3
"2775","TX","Runnels County",21.5,34.9,25.3,18.3
"2776","TX","Rusk County",19.9,31.5,34.1,14.5
"2777","TX","Sabine County",13.7,39,31.3,16
"2778","TX","San Augustine County",19.2,39,28.5,13.3
"2779","TX","San Jacinto County",16.1,49.5,23.5,10.9
"2780","TX","San Patricio County",20.5,32.7,31.9,14.9
"2781","TX","San Saba County",25.8,33.8,26,14.4
"2782","TX","Schleicher County",21.5,24,38,16.5
"2783","TX","Scurry County",22.2,32.3,29,16.5
"2784","TX","Shackelford County",15.4,22.6,37.1,24.9
"2785","TX","Shelby County",25,33.4,27.2,14.5
"2786","TX","Sherman County",23.5,27.8,29,19.7
"2787","TX","Smith County",14.8,24.2,35.2,25.8
"2788","TX","Somervell County",12.2,34.5,29.4,23.9
"2789","TX","Starr County",48.5,25,16.2,10.3
"2790","TX","Stephens County",22.9,29.8,30.6,16.6
"2791","TX","Sterling County",14.1,45.9,24.2,15.9
"2792","TX","Stonewall County",10.6,43.6,32.2,13.7
"2793","TX","Sutton County",24.7,29.9,27.6,17.7
"2794","TX","Swisher County",26.8,31.7,28.7,12.8
"2795","TX","Tarrant County",14.4,24,30.2,31.5
"2796","TX","Taylor County",11.6,30.1,33.7,24.5
"2797","TX","Terrell County",18.5,29,37.1,15.3
"2798","TX","Terry County",31.6,31.6,24.8,12
"2799","TX","Throckmorton County",14.7,36.9,29.4,19
"2800","TX","Titus County",24.2,32.7,27.2,15.9
"2801","TX","Tom Green County",14.3,30.5,31,24.2
"2802","TX","Travis County",10.9,16.8,23.7,48.6
"2803","TX","Trinity County",16.6,37.5,33.1,12.8
"2804","TX","Tyler County",15.6,44.2,27.7,12.5
"2805","TX","Upshur County",15.7,34.1,33.2,17
"2806","TX","Upton County",21.8,40.1,28.3,9.9
"2807","TX","Uvalde County",27.6,26.9,29.7,15.8
"2808","TX","Val Verde County",31.8,23.8,25.9,18.6
"2809","TX","Van Zandt County",16.5,33.3,33.2,17.1
"2810","TX","Victoria County",16.8,30.4,32.7,20.1
"2811","TX","Walker County",14.9,38.6,25.9,20.6
"2812","TX","Waller County",19.2,32.4,28.6,19.9
"2813","TX","Ward County",21.3,35.2,29.9,13.6
"2814","TX","Washington County",14.2,32.6,28.2,25
"2815","TX","Webb County",32.7,26.4,22.5,18.4
"2816","TX","Wharton County",21.7,29.5,31.7,17.1
"2817","TX","Wheeler County",18.7,29.9,34.8,16.6
"2818","TX","Wichita County",13.5,31.6,31.8,23
"2819","TX","Wilbarger County",21.5,33.7,28.8,16.1
"2820","TX","Willacy County",34.1,36.5,19.3,10.1
"2821","TX","Williamson County",6.8,20.4,31.7,41.1
"2822","TX","Wilson County",13.4,35.9,30.2,20.5
"2823","TX","Winkler County",33,27.9,29.6,9.5
"2824","TX","Wise County",14.9,33.8,33.8,17.5
"2825","TX","Wood County",15.2,34.2,34.2,16.4
"2826","TX","Yoakum County",31.8,28.8,23,16.3
"2827","TX","Young County",16.2,35.1,29,19.6
"2828","TX","Zapata County",40,29.5,20.1,10.4
"2829","TX","Zavala County",38,31.3,22,8.6
"2830","UT","Utah",8,22.9,35.8,33.3
"2831","UT","Beaver County",9.7,35.1,34.8,20.4
"2832","UT","Box Elder County",6.8,30.9,39,23.3
"2833","UT","Cache County",6.9,20.3,35,37.8
"2834","UT","Carbon County",9.2,27.2,47.3,16.4
"2835","UT","Daggett County",3.8,41.4,42.3,12.4
"2836","UT","Davis County",4.5,20.9,37.1,37.5
"2837","UT","Duchesne County",12.1,36.6,36.9,14.4
"2838","UT","Emery County",6.1,33.9,45.3,14.7
"2839","UT","Garfield County",8,35.6,32,24.4
"2840","UT","Grand County",9.2,28.4,34.7,27.7
"2841","UT","Iron County",7.2,25.2,38.5,29.1
"2842","UT","Juab County",7.8,37.3,37.9,17.1
"2843","UT","Kane County",7.2,24,41.5,27.3
"2844","UT","Millard County",11.3,31,35.2,22.4
"2845","UT","Morgan County",2.4,17.7,40.4,39.5
"2846","UT","Piute County",13.1,43,24.9,18.9
"2847","UT","Rich County",1.4,30.6,43.5,24.4
"2848","UT","Salt Lake County",9.6,22.8,33.2,34.5
"2849","UT","San Juan County",16.2,30.6,34.8,18.4
"2850","UT","Sanpete County",10.3,27.7,43.2,18.8
"2851","UT","Sevier County",10.1,33.1,39.7,17.1
"2852","UT","Summit County",5.1,15,24.5,55.3
"2853","UT","Tooele County",9,30.3,37.7,23
"2854","UT","Uintah County",13.9,35.2,36.2,14.7
"2855","UT","Utah County",5.8,16.3,37.8,40.1
"2856","UT","Wasatch County",4.9,20.4,34,40.6
"2857","UT","Washington County",7.5,23.3,41.5,27.7
"2858","UT","Wayne County",11.5,21.9,41.4,25.2
"2859","UT","Weber County",9.7,29.4,37.1,23.8
"2860","VT","Vermont",7.4,29.2,26.1,37.3
"2861","VT","Addison County",7.1,30.5,25.7,36.7
"2862","VT","Bennington County",8.1,29.3,26.8,35.7
"2863","VT","Caledonia County",9.1,36.1,26.8,28.1
"2864","VT","Chittenden County",5.9,19.2,24.2,50.7
"2865","VT","Essex County",14.2,45.5,24.7,15.6
"2866","VT","Franklin County",9.2,38.2,28.9,23.7
"2867","VT","Grand Isle County",5.7,28.1,27,39.2
"2868","VT","Lamoille County",7.4,25.1,30.2,37.3
"2869","VT","Orange County",8.2,35.5,27.2,29.1
"2870","VT","Orleans County",12.4,38.3,27.6,21.6
"2871","VT","Rutland County",7.7,35.1,26.9,30.3
"2872","VT","Washington County",6.6,27.3,24.7,41.5
"2873","VT","Windham County",6.6,30.2,24.6,38.6
"2874","VT","Windsor County",6.8,30.1,26.8,36.3
"2875","VA","Virginia",10.7,24.1,27,38.2
"2876","VA","Accomack County",18.7,38.8,23.9,18.5
"2877","VA","Albemarle County",8.6,16.6,21.3,53.5
"2878","VA","Alleghany County",14.4,40,30.2,15.4
"2879","VA","Amelia County",16.5,39.2,28.5,15.9
"2880","VA","Amherst County",14.8,35.7,30.3,19.2
"2881","VA","Appomattox County",15.9,34.5,29.9,19.8
"2882","VA","Arlington County",5.9,8.1,11.4,74.6
"2883","VA","Augusta County",12.6,38.2,25.7,23.5
"2884","VA","Bath County",12.8,41.3,31,14.9
"2885","VA","Bedford County",10.2,31.3,29.6,28.9
"2886","VA","Bland County",8.5,39.9,34.3,17.4
"2887","VA","Botetourt County",7.4,32.3,31.6,28.7
"2888","VA","Brunswick County",21,37.5,27.2,14.3
"2889","VA","Buchanan County",29.7,36.1,23.6,10.6
"2890","VA","Buckingham County",22.1,43.8,22.8,11.3
"2891","VA","Campbell County",14,31.5,31.9,22.5
"2892","VA","Caroline County",14.4,37.5,28.1,20.1
"2893","VA","Carroll County",19.2,36.3,31.4,13.1
"2894","VA","Charles City County",21.4,38.7,26.6,13.3
"2895","VA","Charlotte County",16.1,43.6,30.1,10.2
"2896","VA","Chesterfield County",7.9,23.4,28.8,39.9
"2897","VA","Clarke County",11.3,28.9,27.6,32.2
"2898","VA","Craig County",7.5,43.1,31,18.5
"2899","VA","Culpeper County",14.8,30.2,30.3,24.7
"2900","VA","Cumberland County",19,34.9,28.6,17.5
"2901","VA","Dickenson County",24.5,37.1,28.4,10
"2902","VA","Dinwiddie County",16.4,37.4,29,17.2
"2903","VA","Essex County",17.2,37.7,28.6,16.5
"2904","VA","Fairfax County",7.9,12.8,18.2,61.1
"2905","VA","Fauquier County",7.8,26.8,29.6,35.9
"2906","VA","Floyd County",14.5,33.5,29.8,22.3
"2907","VA","Fluvanna County",9,24.1,32.4,34.5
"2908","VA","Franklin County",13,34.8,31.6,20.5
"2909","VA","Frederick County",11.4,32.6,28,28.1
"2910","VA","Giles County",11.8,37.5,32.5,18.2
"2911","VA","Gloucester County",10.9,33.2,33.1,22.8
"2912","VA","Goochland County",9.1,25.7,26,39.2
"2913","VA","Grayson County",17.9,39.6,30,12.5
"2914","VA","Greene County",13.6,30.7,27.9,27.8
"2915","VA","Greensville County",24,41.1,26,9
"2916","VA","Halifax County",18.1,37,29.1,15.9
"2917","VA","Hanover County",6.9,25.6,28.3,39.2
"2918","VA","Henrico County",8.5,21.7,26.8,42.9
"2919","VA","Henry County",21.2,34.3,31.8,12.8
"2920","VA","Highland County",13.1,35.7,28.1,23.1
"2921","VA","Isle of Wight County",12.5,27,32.3,28.2
"2922","VA","James City County",5,18.7,26.8,49.6
"2923","VA","King and Queen County",14,39.6,26.7,19.8
"2924","VA","King George County",6.5,28,30.9,34.6
"2925","VA","King William County",10.2,36.1,33.3,20.4
"2926","VA","Lancaster County",11.1,30.4,27.7,30.9
"2927","VA","Lee County",24.3,33.9,30.5,11.4
"2928","VA","Loudoun County",6.5,12.4,20.3,60.8
"2929","VA","Louisa County",15.8,33.9,26.8,23.4
"2930","VA","Lunenburg County",22.4,39.8,27.3,10.6
"2931","VA","Madison County",13,35.9,26.9,24.2
"2932","VA","Mathews County",9.4,32,30.7,28
"2933","VA","Mecklenburg County",19.4,31.8,30.4,18.4
"2934","VA","Middlesex County",14,32.2,32,21.8
"2935","VA","Montgomery County",7.5,22.2,24.5,45.8
"2936","VA","Nelson County",14.4,31.5,22.1,32.1
"2937","VA","New Kent County",7.2,33,31.3,28.4
"2938","VA","Northampton County",17.8,35.9,24.7,21.6
"2939","VA","Northumberland County",9.4,32.4,29.7,28.5
"2940","VA","Nottoway County",21.8,37.9,27.5,12.7
"2941","VA","Orange County",11.6,34.9,29.3,24.3
"2942","VA","Page County",18.6,44.3,23.2,13.9
"2943","VA","Patrick County",20.6,34.9,30.6,13.9
"2944","VA","Pittsylvania County",18,35.3,32.8,13.9
"2945","VA","Powhatan County",9.8,30.3,31.1,28.8
"2946","VA","Prince Edward County",13.3,32.7,25.8,28.1
"2947","VA","Prince George County",10,32.6,33.3,24
"2948","VA","Prince William County",11.5,20.7,27.7,40.1
"2949","VA","Pulaski County",13.8,32.7,34.1,19.4
"2950","VA","Rappahannock County",11,28.7,27.3,32.9
"2951","VA","Richmond County",17.6,38.8,27.9,15.7
"2952","VA","Roanoke County",7.8,25.5,31.9,34.8
"2953","VA","Rockbridge County",13.5,33.5,26.5,26.5
"2954","VA","Rockingham County",16.5,34.8,22.8,25.9
"2955","VA","Russell County",20.7,36.1,29.7,13.5
"2956","VA","Scott County",18.8,37.2,29.6,14.4
"2957","VA","Shenandoah County",13.1,38,28.8,20.1
"2958","VA","Smyth County",16.9,37.9,30.9,14.3
"2959","VA","Southampton County",16,30.4,35.8,17.8
"2960","VA","Spotsylvania County",9.8,29.6,29.1,31.5
"2961","VA","Stafford County",6.3,22.5,31.4,39.8
"2962","VA","Surry County",13.6,34.9,33.8,17.6
"2963","VA","Sussex County",24.1,41.5,21.8,12.6
"2964","VA","Tazewell County",18.8,36.3,29.6,15.3
"2965","VA","Warren County",13.7,36,29.2,21.1
"2966","VA","Washington County",15,33.1,29.4,22.5
"2967","VA","Westmoreland County",13.9,32.6,33.1,20.3
"2968","VA","Wise County",25.2,30.7,29.6,14.5
"2969","VA","Wythe County",14,38.4,29.1,18.5
"2970","VA","York County",5.6,18.1,30.8,45.4
"2971","VA","Alexandria city",7.5,12,18.4,62.1
"2972","VA","Bedford city",NA,NA,NA,NA
"2973","VA","Bristol city",16.3,30.4,29.2,24.1
"2974","VA","Buena Vista city",17.5,39,27.7,15.9
"2975","VA","Charlottesville city",9.1,18.7,19.7,52.6
"2976","VA","Chesapeake city",7.8,25,34.7,32.5
"2977","VA","Clifton Forge city",NA,NA,NA,NA
"2978","VA","Colonial Heights city",9.1,32.2,35.4,23.2
"2979","VA","Covington city",13.7,43.3,27.8,15.3
"2980","VA","Danville city",18,29.8,33.9,18.4
"2981","VA","Emporia city",22.4,35.9,28.3,13.4
"2982","VA","Fairfax city",7,13.2,21.1,58.7
"2983","VA","Falls Church city",1.2,5.5,14.8,78.5
"2984","VA","Franklin city",17.2,30.6,31.1,21.1
"2985","VA","Fredericksburg city",10.3,23.2,24.4,42.1
"2986","VA","Galax city",28.6,33.3,25.8,12.4
"2987","VA","Hampton city",8.8,28.2,36.2,26.8
"2988","VA","Harrisonburg city",15.9,26.4,21.7,36
"2989","VA","Hopewell city",18.5,36.4,31.7,13.5
"2990","VA","Lexington city",10,26.1,24.3,39.5
"2991","VA","Lynchburg city",11.1,25.4,28.8,34.8
"2992","VA","Manassas city",17.1,26.5,26.6,29.7
"2993","VA","Manassas Park city",19.8,23.7,27.2,29.2
"2994","VA","Martinsville city",17.2,31.2,30.2,21.3
"2995","VA","Newport News city",9.9,28.6,36,25.5
"2996","VA","Norfolk city",12.3,25.6,34.1,28
"2997","VA","Norton city",19.2,24.4,39.4,16.9
"2998","VA","Petersburg city",19,34.3,28.6,18
"2999","VA","Poquoson city",4,26,27.2,42.8
"3000","VA","Portsmouth city",12.5,29.8,36.5,21.3
"3001","VA","Radford city",10,23.5,27.4,39.1
"3002","VA","Richmond city",15,22.3,24.2,38.5
"3003","VA","Roanoke city",14.5,32.7,29,23.8
"3004","VA","Salem city",10.4,28.7,31.9,29.1
"3005","VA","Staunton city",10.7,29.6,25.7,34
"3006","VA","Suffolk city",11.2,28.1,32.6,28.1
"3007","VA","Virginia Beach city",6.8,21.4,36.6,35.2
"3008","VA","Waynesboro city",13.4,32.8,28.9,25
"3009","VA","Williamsburg city",4.4,19.3,19.7,56.7
"3010","VA","Winchester city",16.9,25,24.2,33.9
"3011","WA","Washington",8.9,22.2,33.7,35.3
"3012","WA","Adams County",35.4,27.1,23.9,13.6
"3013","WA","Asotin County",10,28.1,41.4,20.5
"3014","WA","Benton County",9.9,24.3,35.9,30
"3015","WA","Chelan County",16.7,27.2,29.5,26.7
"3016","WA","Clallam County",7.3,26.2,40.5,26.1
"3017","WA","Clark County",7.7,23.9,38.6,29.8
"3018","WA","Columbia County",8.1,24,43.1,24.9
"3019","WA","Cowlitz County",11.5,30.7,41.2,16.6
"3020","WA","Douglas County",18.2,29,33.6,19.2
"3021","WA","Ferry County",13.9,34.5,33.4,18.2
"3022","WA","Franklin County",25.2,26,31.5,17.3
"3023","WA","Garfield County",3.3,31.8,39.7,25.2
"3024","WA","Grant County",23.9,26.6,31.9,17.6
"3025","WA","Grays Harbor County",11.1,32.9,40.2,15.8
"3026","WA","Island County",4.7,22.4,39.9,33
"3027","WA","Jefferson County",5.3,20.9,32,41.8
"3028","WA","King County",7,15.2,26.3,51.4
"3029","WA","Kitsap County",5.6,22.6,39.6,32.2
"3030","WA","Kittitas County",7.9,23.5,33.8,34.8
"3031","WA","Klickitat County",12.2,25.5,33.5,28.9
"3032","WA","Lewis County",12.2,29.5,41.5,16.8
"3033","WA","Lincoln County",8.6,28.7,39.1,23.6
"3034","WA","Mason County",12.6,31.3,38.2,18
"3035","WA","Okanogan County",16.5,30.1,34.4,19
